case_id,label,frequency_hz,exact_directional_derivative,surrogate_directional_derivative,realized_directional_error,primal_residual_norm,tangent_residual_norm,receiver_resolvent_norm,directional_tangent_resolvent_norm,directional_error_bound
30,s36_f3,3.0,-0.021731277969811853,-0.015842926042584162,0.0058883519272276905,473.2561735877942,2764.925816387433,0.026033576237022203,8.289250422807255e-05,1082.8403814723897
30,s36_f4,4.0,-0.08838551475492273,-0.6668454104890195,0.5784598957340967,626.2918455075644,4096.305283916117,0.026972556316149282,0.00010960623749508029,2693.3427014366994
30,s43_f3,3.0,0.07279379764023783,0.0012064792395618182,0.071587318400676,378.09247121728896,2524.165386667972,0.026033576237022203,8.289250422807255e-05,782.1526992577315
30,s43_f4,4.0,-0.03371517318538621,-0.9228551597380836,0.8891399865526974,638.9277672072,4331.023076945966,0.026972556316149282,0.00010960623749508029,2893.313806621262
31,s36_f3,3.0,-0.051791190907451906,-0.025880097299974973,0.025911093607476933,513.9124841418462,2603.0898332838233,0.021247274639378498,5.8398381107312645e-05,743.8011708112195
31,s36_f4,4.0,-0.19816702511788808,-0.6876228228080871,0.489455797690199,623.208944665093,3063.203078590339,0.020972069758176375,6.754786261354721e-05,1255.8626243822503
31,s43_f3,3.0,-0.05008892220251405,-0.06801215581021214,0.01792323360769809,453.82022105500556,2717.9712075622997,0.021247274639378498,5.8398381107312645e-05,675.7990797693969
31,s43_f4,4.0,-0.1804489885328393,-0.7150867184851183,0.534637729952279,558.5687916027741,3625.085442064747,0.020972069758176375,6.754786261354721e-05,1237.343962665716
32,s36_f3,3.0,0.010738642617375279,-0.07918753252189034,0.08992617513926562,494.11822802247104,4458.567408949748,0.0356620927940279,3.244774292662113e-05,2946.706937423446
32,s36_f4,4.0,0.03451881521713356,-0.3340476408386376,0.36856645605577115,767.1387873350176,5462.621888760939,0.03400454702530744,2.1973630950604797e-05,5220.272514143325
32,s43_f3,3.0,-0.03324504620541233,-0.09974612612561524,0.0665010799202029,407.90187413179035,4542.971027308719,0.0356620927940279,3.244774292662113e-05,2464.450704027332
32,s43_f4,4.0,0.010262177660700214,-0.44355054857213067,0.45381272623283087,824.9681090601255,6237.690267898974,0.03400454702530744,2.1973630950604797e-05,6388.519576796825
33,s36_f3,3.0,-0.02762330657145564,-0.9707488820082493,0.9431255754367937,489.7071645754558,2779.316339552721,0.037763567276566476,0.0002037313582056666,2706.823255799042
33,s36_f4,4.0,0.16293527341273925,-0.4325529256013022,0.5954881990140415,751.4799483953412,3714.3113275857245,0.03321542329142372,0.00013090268516704673,4733.827489074466
33,s43_f3,3.0,0.10510332593393087,-0.09248517834676243,0.1975885042806933,402.18907175087276,2323.202871715068,0.037763567276566476,0.0002037313582056666,1810.6170515413557
33,s43_f4,4.0,0.1573304739778636,-0.17545293269834392,0.33278340667620754,769.6083993794551,3802.2208888007217,0.03321542329142372,0.00013090268516704673,4953.724288197908
34,s36_f3,3.0,0.002942121166023292,-0.056769444682343864,0.059711565848367155,477.78941350345065,2533.3657959024085,0.023633876525738624,3.768586327532991e-05,769.8117323940254
34,s36_f4,4.0,0.08483190693746931,-0.12546362695399702,0.21029553389146632,564.1614721482509,3667.6871925506816,0.02306393385398002,3.87988249233794e-05,1324.8815521637196
